sr_no,work_category,work,state,ida,mp,constituency,work_description,recommended_date,recommended_amount,sanction_date
6323,Normal/Others,WS/MP18245/2024-2025/147665-Lighting of public spaces,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),BAG MITALI,ARAMBAG(SC),SOLAR PANEL HIGH MAST LIGHT AT CHANDRAKONA BARABAZAR WARD NO-5 UNDER CHANDRAKONA MUNICIPALITY.,2024-12-18,377848.0,2025-03-27
6324,Normal/Others,WS/MP18245/2024-2025/147666-Lighting of public spaces,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),BAG MITALI,ARAMBAG(SC),SOLAR PANEL HIGH MAST LIGHT AT KRISHNAPUR WITHIN BHAGABANTAPUR-I GP UNDER CHANDRAKONA-II DEV. BLOCK,2024-12-18,377848.0,2025-03-27
6325,Normal/Others,WS/MP18245/2024-2025/147667-Lighting of public spaces,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),BAG MITALI,ARAMBAG(SC),SOLAR PANEL HIGH MAST LIGHT AT BARABALA WITHIN KUAPUR GP UNDER CHANDRAKONA-II DEV. BLOCK,2024-12-18,377848.0,2025-03-27
6326,Normal/Others,WS/MP641/2024-2025/147668-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in ward no 23 Mahavir ward at near Ramkulleshwar Mandir,2024-10-16,1000000.0,2025-01-30
6327,Normal/Others,WS/MP18228/2024-2025/147669-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),SANJAY YADAV S\O RAMA SHANKAR YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6328,Normal/Others,WS/MP18228/2024-2025/147670-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- SANTOSH JAYSWAL S\O SHESH NARAYAN JAYSWAL, 2- MOHD. KAYUM S\O NIZANUDDIN K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6329,Normal/Others,WS/MP18228/2024-2025/147671-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),ISHHAQ S\O NIJAMUDDIN K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6330,Normal/Others,WS/MP18228/2024-2025/147672-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),TASLIM ARIF S\O JIYA UL HAQ K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6331,Normal/Others,WS/MP18228/2024-2025/147673-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- MOHD. SULEMAAN S\O JOKHU SHEKH, 2- KAMLESH PAL S\O RAJENDRA PAL K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6332,Normal/Others,WS/MP18228/2024-2025/147674-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- ANKUR YADAV S\O ANIL KUMAR YADAV, 2- VINAY KUMAR YADAV S\O DAYA SHANKAR YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6333,Normal/Others,WS/MP18228/2024-2025/147677-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- LAL BAHADUR CHAUHAN S\O LAL CHAND CHAUHAN , 2- SANTOSH JAYSWAL S\O RADHEY SHYAM CHAUHAN K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6334,Normal/Others,WS/MP18228/2024-2025/147678-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- AJEET KUMAR YADAV S\O RAM YASH YADAV , 2- VIJAY YADAV S\O VISHRAM YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6335,Normal/Others,WS/MP18228/2024-2025/147679-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),RAM KUWAR YADAV S\O RAM KISHAN YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6336,Normal/Others,WS/MP18228/2024-2025/147680-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),SHIV DHARI YADAV S\O BAIJ NATH YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6337,Normal/Others,WS/MP18228/2024-2025/147682-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),PRABHU NATH YADAV S\O MANGROO RAM YADAV,2024-10-18,20879.0,2024-11-05
6338,Normal/Others,WS/MP18228/2024-2025/147684-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- VIJAY BAHADUR PATEL S\O DOODH NATH PATEL, 2- FOOL CHAND PATEL S\O SURYA BALEE PATEL , 3- MAHFOOJ ALAM S\O LIYAKAT ALI, 4- ABDUL KADIR S\O ALI AHAMAD K GHAR KU 04 NAG SOLAR LIGHT",2024-10-18,83515.0,2024-11-05
6339,Normal/Others,WS/MP18228/2024-2025/147685-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- KANAHIYA LAL YADAV S\O CHAUTHI RAM YADAV, 2- NEERAJ YADAV S\O TRIVENI PRASAD YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41800.0,2024-11-05
6340,Normal/Others,WS/MP18228/2024-2025/147686-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),PREM CHAND PAL S\O RAM LAKHAN PAL K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6341,Normal/Others,WS/MP18228/2024-2025/147687-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),ATUL YADAV S\O MANOJ YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6342,Normal/Others,WS/MP18228/2024-2025/147688-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- RAVINDRA SHARMA S\O JEET NARAYAN SHARMA, 2- MOHD. SUHAIL S\O MO. KAYUM, 3- UMA SHANKAR PAL S\O PRABHU PAL, 4- KAMLESH KANNAUJIYA S\O SITA RAM KANNOUJIYA K GHAR KUL 04 NAG SOLAR LIGHT",2024-10-18,83514.0,2024-11-05
6343,Normal/Others,WS/MP18228/2024-2025/147689-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- AMAR NATH PATEL S\O GUDDI PATEL, 2- RAY BAHADUR YADAV S\O MAHADEV YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6344,Normal/Others,WS/MP18228/2024-2025/147690-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),JITENDRA YADAV S\O KASHI NATH YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6345,Normal/Others,WS/MP18228/2024-2025/147691-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),RAM PRASAD YADAV S\O RAM BALI YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6346,Normal/Others,WS/MP18228/2024-2025/147692-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- DAL SHINGAR YADAV S\O RAM ICHHA YADAV, 2- MANOJ YADAV S\O BALAI YADAV, 3- NAJIR AHAMAD S\O HAJRAT ALI K GHAR KUL 03 NAG SOLAR LIGHT",2024-10-18,62635.0,2024-11-05
6347,Normal/Others,WS/MP18228/2024-2025/147722-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),RAJ YASH YADAV S\O LALTA PRASAD YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6348,Normal/Others,WS/MP18228/2024-2025/147726-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- SHYAM BALI PAL S\O BANARASI PAL, 2- SHYAM BAHADUR YADAV S\O VISHWA NATH YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6349,Normal/Others,WS/MP18228/2024-2025/147729-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- GULAM SARBAR S\O MUKHTAR AHMAD, 2- DAYA SHANKAR CHAUHAN S\O RAM PATI CHAUHAN K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6350,Normal/Others,WS/MP18228/2024-2025/147730-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- UDAY RAJBHAR S\O KHAR PATTU RAJBHAR, 2- RAJ KUMAR YADAV S\O DURJAN YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6351,Normal/Others,WS/MP18228/2024-2025/147731-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- ANUPAM YADAV S\O BHARAT LAL YADAV, 2- JAGDISH MAURYA S\O RAJ PATI K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6352,Normal/Others,WS/MP18228/2024-2025/147734-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),MAN SUKHA YADAV S\O NAMWAR YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6353,Normal/Others,WS/MP18228/2024-2025/147736-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),RAM SHIROMANI RAJBHAR S\O LALBALI K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6354,Normal/Others,WS/MP641/2024-2025/147737-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Pati at near chausath jagni mata mandir,2024-10-16,1100000.0,2025-03-27
6355,Normal/Others,WS/MP18228/2024-2025/147739-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),VIJAY DHARI YADAV S\O FULLAR YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6356,Normal/Others,WS/MP641/2024-2025/147742-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Khajuri at Bhilala Mohalla,2024-10-16,500000.0,2024-12-24
6357,Normal/Others,WS/MP18228/2024-2025/147743-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- SHANNI YADAV S\O ANIL YADAV , 2- VISHUN PAL S\O JANGI PAL K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-04
6358,Normal/Others,WS/MP18228/2024-2025/147745-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- DINESH YADAV S\O VODAR YADAV, 2- JAY BAHADUR YADAV S\O RAJ MANI YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-04
6359,Normal/Others,WS/MP18228/2024-2025/147750-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- GYAN PRAKASH YADAV S\O SAHAB LAL YADAV, 2- SANTOSH YADAV S\O SHIV NATH YADAV K GHAR 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-04
6360,Normal/Others,WS/MP18228/2024-2025/147751-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),MUNNA LAL YADAV S\O RAM LAUTAN YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-04
6361,Normal/Others,WS/MP18228/2024-2025/147752-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),DR. ANIL KUMAR S\O SHOBHNATH YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-04
6362,Normal/Others,WS/MP18228/2024-2025/147753-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),RAMESH PAL S\O DEV SHARAN PAL K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-04
6363,Normal/Others,WS/MP18228/2024-2025/147754-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),MAHENDRA YADAV S\O PATI RAJ YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20900.0,2024-11-04
6364,Normal/Others,WS/MP641/2024-2025/147755-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Nandgaon at Bhilala Mohalla,2024-10-16,500000.0,2024-12-24
6365,Normal/Others,WS/MP641/2025-2026/147756-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Taloon Bu at Near Tejaji Maharaj Bhandara sthal,2024-10-16,1000000.0,2025-04-12
6366,Normal/Others,WS/MP18228/2024-2025/147757-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- RAJ DEV MISHRA S\O KEDAR NATH MISHRA, 2- AKHILESH PANDEY S\O RAMA SHANKAR PANDEY K GHAR SE 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-04
6367,Normal/Others,WS/MP641/2025-2026/147758-Construction of boundary walls of existing public and community buildings,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of boundary wall of existing public building in village Dhanora at near shiv mandir,2024-10-16,200000.0,2025-04-12
6368,Normal/Others,WS/MP18228/2024-2025/147759-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),RAMA YADAV S\O PUDDUN YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-04
6369,Normal/Others,WS/MP18228/2024-2025/147760-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),MOHILAL SAROJ S\O BUDDHU SAROJ K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-04
6370,Normal/Others,WS/MP641/2025-2026/147761-Construction of boundary walls of existing public and community buildings,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of boundary wall of existing building in village Dhanora at near Hanuman Mandir,2024-10-16,200000.0,2025-04-12
6371,Normal/Others,WS/MP18228/2024-2025/147763-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),SUBASH PATEL S\O RAM YASH PATEL K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-04
6372,Normal/Others,WS/MP18228/2024-2025/147765-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- SHASHI SHANKAR MAURYA S\O BASANT LAL MAURYA, 2- HAWAL DAR YADAV S\O SARJOO YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-04
6373,Normal/Others,WS/MP18228/2024-2025/147766-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- SHIV RAJBHAR S\O BABUA RAJBHAR, 2- DIVAKAR YADAV S\O JAY SHREE YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-04
6374,Normal/Others,WS/MP18228/2024-2025/147767-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),AMIT PRAJAPATI S\O SAHATOO PRAJAPATI K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-04
6375,Normal/Others,WS/MP18228/2024-2025/147768-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),ATUL CHAUHAN S\O INDRASEN CHAUHAN K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-04
6376,Normal/Others,WS/MP18048/2024-2025/147769-Construction of buildings for community cultural activities,Chhattisgarh,BASTAR(DISTRICT COLLECTOR BASTAR_IDA),MAHESH KASHYAP,BASTAR(ST),gram madhota 01 ke guphnigudi para me samudayik bhavan nirman karya,2024-10-17,991000.0,2024-12-11
6377,Normal/Others,"WS/MP18048/2025-2026/147770-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,BASTAR(DISTRICT COLLECTOR BASTAR_IDA),MAHESH KASHYAP,BASTAR(ST),kotwar ghar se padam ghar tak 220 metre c.c.road nirman karya,2024-10-17,707000.0,2025-05-22
6378,Normal/Others,WS/MP18048/2024-2025/147771-Construction of boundary walls of existing public and community buildings,Chhattisgarh,BASTAR(DISTRICT COLLECTOR BASTAR_IDA),MAHESH KASHYAP,BASTAR(ST),mathota 02 ke mundkatiyapara me primary and upper middle school hetu boundary wall nirman karya,2024-10-17,1408000.0,2024-12-11
6379,Normal/Others,WS/MP18048/2024-2025/147773-Construction of culverts and bridges,Chhattisgarh,BASTAR(DISTRICT COLLECTOR BASTAR_IDA),MAHESH KASHYAP,BASTAR(ST),balputi mukhy marg se nadi sadak par 02 metre span puliya nirman karya,2024-10-17,588000.0,2024-12-11
6380,Normal/Others,WS/MP18048/2024-2025/147774-Construction of common work sheds/ common covered sitting area,Chhattisgarh,BASTAR(DISTRICT COLLECTOR BASTAR_IDA),MAHESH KASHYAP,BASTAR(ST),alekh mahima narawand ke samip shed nirman karya,2024-10-17,486000.0,2024-12-11
6381,Normal/Others,WS/MP18048/2024-2025/147775-Construction of common work sheds/ common covered sitting area,Chhattisgarh,BASTAR(DISTRICT COLLECTOR BASTAR_IDA),MAHESH KASHYAP,BASTAR(ST),kinjoli alekh mahima aashram ke samip shed nirman karya,2024-10-17,486000.0,2024-12-11
6382,Normal/Others,WS/MP18048/2024-2025/147776-Construction of common work sheds/ common covered sitting area,Chhattisgarh,BASTAR(DISTRICT COLLECTOR BASTAR_IDA),MAHESH KASHYAP,BASTAR(ST),karpawand ke aashrit gram bijaguda me alekh mahima gudi ke samip shed nirman karya,2024-10-17,500000.0,2024-12-23
6383,Normal/Others,WS/MP18048/2024-2025/147781-Construction of boundary walls of existing public and community buildings,Chhattisgarh,BASTAR(DISTRICT COLLECTOR BASTAR_IDA),MAHESH KASHYAP,BASTAR(ST),primary school ondarguda me boundary wall nirman karya,2024-10-17,583000.0,2024-12-11
6384,Normal/Others,WS/MP18048/2024-2025/147782-Construction of boundary walls of existing public and community buildings,Chhattisgarh,BASTAR(DISTRICT COLLECTOR BASTAR_IDA),MAHESH KASHYAP,BASTAR(ST),mohlai navin ke aashrit gram rampal ke primary school bhavan hetu bounday wall nirman karya,2024-10-17,583000.0,2024-12-11
6385,Normal/Others,WS/MP18048/2024-2025/147783-Construction of culverts and bridges,Chhattisgarh,BASTAR(DISTRICT COLLECTOR BASTAR_IDA),MAHESH KASHYAP,BASTAR(ST),gidawarli patel para pahunch marg par p.d. 150 metre r.c.c. sleb 03 metre span puliya nirman karya,2024-10-17,900000.0,2024-12-11
6386,Normal/Others,"WS/MP18048/2024-2025/147785-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,BASTAR(DISTRICT COLLECTOR BASTAR_IDA),MAHESH KASHYAP,BASTAR(ST),gram lendra bhataguda para me talaab se mitku para tak 300 metre c.c.road nirman karya,2024-10-17,899400.0,2024-12-11
6387,Normal/Others,WS/MP18242/2025-2026/147786-Construction of boundary walls of existing public and community buildings,Uttar Pradesh,SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA),RAMBHUAL NISHAD,SULTANPUR,"Shri Ram Charan Verma Ba. Poo. Maa. V. For construction of boundary wall in Gepalpur Dubey, Dostpur, Sultanpur. Working Agency is School Manageement.",2024-10-16,1000000.0,2025-05-08
6388,Normal/Others,WS/MP18242/2025-2026/147787-Construction of rooms and halls in school and colleges,Uttar Pradesh,SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA),RAMBHUAL NISHAD,SULTANPUR,"Shri Ramfer Yadav Chaudhary Educational Institute U.M. For construction of classrooms in V. Ghuripur, Badhonadih, Motigarpur, Sultanpur. Working Agency is School Manageement.",2024-10-16,1000000.0,2025-05-14
6389,Normal/Others,WS/MP641/2024-2025/147790-Purchase of mobile water tankers,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Purchase of mobile water tanker for village Balwara,2024-10-16,139388.0,2024-11-18
6390,Normal/Others,WS/MP641/2024-2025/147791-Purchase of mobile water tankers,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Purchase of mobile water tanker for village Bagod,2024-10-16,139388.0,2024-11-18
6391,Normal/Others,WS/MP641/2024-2025/147792-Purchase of mobile water tankers,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Purchase of mobile water tanker for village Samaspura(Mohna),2024-10-16,139388.0,2024-11-18
6392,Normal/Others,WS/MP641/2024-2025/147793-Purchase of mobile water tankers,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Purchase of mobile water tanker for village Gujarmohna,2024-10-16,139388.0,2024-11-18
6393,Normal/Others,WS/MP641/2024-2025/147794-Purchase of mobile water tankers,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Purchase of mobile water tanker for village Kawdiya,2024-10-16,139388.0,2024-11-18
6394,Normal/Others,WS/MP641/2024-2025/147797-Purchase of mobile water tankers,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Purchase of mobile water tanker for village Amlatha,2024-10-16,139388.0,2024-11-18
6395,Normal/Others,WS/MP641/2024-2025/147798-Purchase of mobile water tankers,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Purchase of mobile water tanker for village BarDevla,2024-10-16,139388.0,2024-11-18
6396,Normal/Others,WS/MP641/2024-2025/147799-Purchase of mobile water tankers,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Purchase of mobile water tanker for village Nimoni,2024-10-16,139388.0,2024-11-18
6397,Normal/Others,WS/MP641/2024-2025/147800-Purchase of mobile water tankers,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Purchase of mobile water tanker for village BilkhedKhurd,2024-10-16,139388.0,2024-11-18
6398,Normal/Others,WS/MP641/2024-2025/147801-Purchase of mobile water tankers,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Purchase of mobile water tanker for village Bhesawad,2024-10-16,139388.0,2024-11-18
6399,Normal/Others,WS/MP641/2024-2025/147802-Purchase of mobile water tankers,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Purchase of mobile water tanker for village Bagwa,2024-10-16,139388.0,2024-11-18
6400,Normal/Others,WS/MP641/2024-2025/147803-Purchase of mobile water tankers,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Purchase of mobile water tanker for village Aghawan,2024-10-16,139388.0,2024-11-18
6401,Normal/Others,WS/MP641/2024-2025/147804-Purchase of mobile water tankers,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Purchase of mobile water tanker for village Piplai,2024-10-16,139388.0,2024-11-18
6402,Normal/Others,WS/MP641/2024-2025/147805-Purchase of mobile water tankers,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Purchase of mobile water tanker for village Baijapura,2024-10-16,139388.0,2024-11-18
